Unmatched Hosts Log
Generated  : 2026-02-24 21:43:01
Excel file : /home/dz8tcy/project/hpcautomation/src/inventory/management/commands/HPC_Not Retired_2-17-26.xlsx
Dry run    : False
==========================================================================================
   Row  Asset Tag (B)         Hostname BF                Hostname K                 Hostname AS
 13996  8LZ7XQ2               8LZ7XQ2 - PowerEdge Enclosure - C6400  8LZ7XQ2 - PowerEdge Enclosure - C6400  -
 13997  8LK8XQ2               dcwipphpc0407              dcwipphpc0407              dcwipphpc0407.edc.nam.gm.com
 13998  1B0R0Q2               dcwipphpc0536              dcwipphpc0536              dcwipphpc0536.edc.nam.gm.com
 13999  1C1R0Q2               dcwipphpc0563              dcwipphpc0563              dcwipphpc0563.edc.nam.gm.com
 14000  1B3S0Q2               dcwipphpc0503              dcwipphpc0503              dcwipphpc0503.edc.nam.gm.com
 14001  4VNQ0Q2               dcwipphpc0373              dcwipphpc0373              dcwipphpc0373.edc.nam.gm.com
 14002  3GQK0Q2               dcwipphpc0307              dcwipphpc0307              dcwipphpc0307.edc.nam.gm.com
 14003  3GXM0Q2               dcwipphpc0351              dcwipphpc0351              dcwipphpc0351.edc.nam.gm.com
 14004  B3P8XQ2               B3P8XQ2 - PowerEdge Enclosure - C6400  B3P8XQ2 - PowerEdge Enclosure - C6400  -
 14005  B3RCXQ2               dcwipphpc0454              dcwipphpc0454              dcwipphpc0454.edc.nam.gm.com
 14006  1B0Q0Q2               dcwipphpc0533              dcwipphpc0533              dcwipphpc0533.edc.nam.gm.com
 14007  4V5M0Q2               dcwipphpc0446              dcwipphpc0446              dcwipphpc0446.edc.nam.gm.com
 14008  4VGQ0Q2               dcwipphpc0540              dcwipphpc0540              dcwipphpc0540.edc.nam.gm.com
 14009  3GVQ0Q2               dcwipphpc0565              dcwipphpc0565              dcwipphpc0565.edc.nam.gm.com
 14010  4VPR0Q2               dcwipphpc0381              dcwipphpc0381              dcwipphpc0381.edc.nam.gm.com
 14011  1B3Q0Q2               dcwipphpc0501              dcwipphpc0501              dcwipphpc0501.edc.nam.gm.com
 14012  8LKFXQ2               dcwipphpc0317              dcwipphpc0317              dcwipphpc0317.edc.nam.gm.com
 14013  8KYDXQ2               dcwipphpc0287              dcwipphpc0287              dcwipphpc0287.edc.nam.gm.com
 14014  8LL8XQ2               dcwipphpc0316              dcwipphpc0316              dcwipphpc0316.edc.nam.gm.com
 14015  4VMM0Q2               dcwipphpc0391              dcwipphpc0391              dcwipphpc0391.edc.nam.gm.com
 14016  8LCCXQ2               dcwipphpc0350              dcwipphpc0350              dcwipphpc0350.edc.nam.gm.com
 14017  4V7P0Q2               dcwipphpc0292              dcwipphpc0292              dcwipphpc0292.edc.nam.gm.com
 14018  8L88XQ2               dcwipphpc0459              dcwipphpc0459              dcwipphpc0459.edc.nam.gm.com
 14019  B3S9XQ2               dcwipphpc0466              dcwipphpc0466              dcwipphpc0466.edc.nam.gm.com
 14020  1BYN0Q2               dcwipphpc0451              dcwipphpc0451              dcwipphpc0451.edc.nam.gm.com
 14021  4V9P0Q2               dcwipphpc0437              dcwipphpc0437              dcwipphpc0437.edc.nam.gm.com
 14022  8KVCXQ2               dcwipphpc0480              dcwipphpc0480              dcwipphpc0480.edc.nam.gm.com
 14023  8KH9XQ2               dcwipphpc0442              dcwipphpc0442              dcwipphpc0442.edc.nam.gm.com
 14024  3GVP0Q2               dcwipphpc0566              dcwipphpc0566              dcwipphpc0566.edc.nam.gm.com
 14025  1B9P0Q2               dcwipphpc0505              dcwipphpc0505              dcwipphpc0505.edc.nam.gm.com
 14026  8KMBXQ2               dcwipphpc0383              dcwipphpc0383              dcwipphpc0383.edc.nam.gm.com
 14027  8KSBXQ2               dcwipphpc0368              dcwipphpc0368              dcwipphpc0368.edc.nam.gm.com
 14028  1BKP0Q2               dcwipphpc0342              dcwipphpc0342              dcwipphpc0342.edc.nam.gm.com
 14029  1B1Q0Q2               dcwipphpc0509              dcwipphpc0509              dcwipphpc0509.edc.nam.gm.com
 14030  8KKCXQ2               dcwipphpc0472              dcwipphpc0472              dcwipphpc0472.edc.nam.gm.com
 14031  MT1818K35637          MT1818K35637 - InfiniBand - SB7800  MT1818K35637 - InfiniBand - SB7800  -
 14032  8M4GXQ2               8M4GXQ2 - PowerEdge Enclosure - C6400  8M4GXQ2 - PowerEdge Enclosure - C6400  -
 14033  3HWR0Q2               3HWR0Q2 - PowerEdge Enclosure - C6400  3HWR0Q2 - PowerEdge Enclosure - C6400  -
 14034  1CZP0Q2               1CZP0Q2 - PowerEdge Enclosure - C6400  1CZP0Q2 - PowerEdge Enclosure - C6400  -
 14035  8M1FXQ2               8M1FXQ2 - PowerEdge Enclosure - C6400  8M1FXQ2 - PowerEdge Enclosure - C6400  -
 14036  B3P9XQ2               B3P9XQ2 - PowerEdge Enclosure - C6400  B3P9XQ2 - PowerEdge Enclosure - C6400  -
 14037  8M1CXQ2               8M1CXQ2 - PowerEdge Enclosure - C6400  8M1CXQ2 - PowerEdge Enclosure - C6400  -
 14038  MT1817X03310          MT1817X03310 - SwitchX-2 Series  MT1817X03310 - SwitchX-2 Series  -
 14039  1D2P0Q2               1D2P0Q2 - PowerEdge Enclosure - C6400  1D2P0Q2 - PowerEdge Enclosure - C6400  -
 14040  8M28XQ2               8M28XQ2 - PowerEdge Enclosure - C6400  8M28XQ2 - PowerEdge Enclosure - C6400  -
 14041  3HXL0Q2               3HXL0Q2 - PowerEdge Enclosure - C6400  3HXL0Q2 - PowerEdge Enclosure - C6400  -
 14042  8M5CXQ2               8M5CXQ2 - PowerEdge Enclosure - C6400  8M5CXQ2 - PowerEdge Enclosure - C6400  -
 14043  8KW8XQ2               dcwipphpc0478              dcwipphpc0478              dcwipphpc0478.edc.nam.gm.com
 14044  8M48XQ2               8M48XQ2 - PowerEdge Enclosure - C6400  8M48XQ2 - PowerEdge Enclosure - C6400  -
 14045  8KR9XQ2               dcwipphpc0355              dcwipphpc0355              dcwipphpc0355.edc.nam.gm.com
 14046  19MQ0Q2               dcwipphpc0477              dcwipphpc0477              dcwipphpc0477.edc.nam.gm.com
 14047  4V8M0Q2               dcwipphpc0551              dcwipphpc0551              dcwipphpc0551.edc.nam.gm.com
 14048  B3R9XQ2               dcwipphpc0333              dcwipphpc0333              dcwipphpc0333.edc.nam.gm.com
 14049  8KRDXQ2               dcwipphpc0356              dcwipphpc0356              dcwipphpc0356.edc.nam.gm.com
 14050  4W8N0Q2               4W8N0Q2 - PowerEdge Enclosure - C6400  4W8N0Q2 - PowerEdge Enclosure - C6400  -
 14051  1CTQ0Q2               1CTQ0Q2 - PowerEdge Enclosure - C6400  1CTQ0Q2 - PowerEdge Enclosure - C6400  -
 14052  4VBL0Q2               dcwipphpc0301              dcwipphpc0301              dcwipphpc0301.edc.nam.gm.com
 14053  3GSM0Q2               dcwipphpc0402              dcwipphpc0402              dcwipphpc0402.edc.nam.gm.com
 14054  19QQ0Q2               dcwipphpc0482              dcwipphpc0482              dcwipphpc0482.edc.nam.gm.com
 14055  MT1818K35630          MT1818K35630 - InfiniBand - SB7800  MT1818K35630 - InfiniBand - SB7800  -
 14056  1CTR0Q2               1CTR0Q2 - PowerEdge Enclosure - C6400  1CTR0Q2 - PowerEdge Enclosure - C6400  -
 14057  8KPCXQ2               dcwipphpc0420              dcwipphpc0420              dcwipphpc0420.edc.nam.gm.com
 14058  4W7M0Q2               4W7M0Q2 - PowerEdge Enclosure - C6400  4W7M0Q2 - PowerEdge Enclosure - C6400  -
 14059  8LZFXQ2               8LZFXQ2 - PowerEdge Enclosure - C6400  8LZFXQ2 - PowerEdge Enclosure - C6400  -
 14060  4V5N0Q2               dcwipphpc0447              dcwipphpc0447              dcwipphpc0447.edc.nam.gm.com
 14061  1C0Q0Q2               dcwipphpc0560              dcwipphpc0560              dcwipphpc0560.edc.nam.gm.com
 14062  4WBM0Q2               4WBM0Q2 - PowerEdge Enclosure - C6400  4WBM0Q2 - PowerEdge Enclosure - C6400  -
 14063  3HWQ0Q2               3HWQ0Q2 - PowerEdge Enclosure - C6400  3HWQ0Q2 - PowerEdge Enclosure - C6400  -
 14064  B3PDXQ2               B3PDXQ2 - PowerEdge Enclosure - C6400  B3PDXQ2 - PowerEdge Enclosure - C6400  -
 14065  4VPP0Q2               dcwipphpc0379              dcwipphpc0379              dcwipphpc0379.edc.nam.gm.com
 14066  4V7R0Q2               dcwipphpc0549              dcwipphpc0549              dcwipphpc0549.edc.nam.gm.com
 14067  3GRN0Q2               dcwipphpc0524              dcwipphpc0524              dcwipphpc0524.edc.nam.gm.com
 14068  MT1818K35677          MT1818K35677 - InfiniBand - SB7800  MT1818K35677 - InfiniBand - SB7800  -
 14069  1B3R0Q2               dcwipphpc0504              dcwipphpc0504              dcwipphpc0504.edc.nam.gm.com
 14070  1CTP0Q2               1CTP0Q2 - PowerEdge Enclosure - C6400  1CTP0Q2 - PowerEdge Enclosure - C6400  -
 14071  B3PFXQ2               B3PFXQ2 - PowerEdge Enclosure - C6400  B3PFXQ2 - PowerEdge Enclosure - C6400  -
 14072  MT1821X01118          MT1821X01118 - SwitchX-2 Series  MT1821X01118 - SwitchX-2 Series  -
 14073  1BRQ0Q2               dcwipphpc0398              dcwipphpc0398              dcwipphpc0398.edc.nam.gm.com
 14074  1D0S0Q2               1D0S0Q2 - PowerEdge Enclosure - C6400  1D0S0Q2 - PowerEdge Enclosure - C6400  -
 14075  1CSQ0Q2               1CSQ0Q2 - PowerEdge Enclosure - C6400  1CSQ0Q2 - PowerEdge Enclosure - C6400  -
 14076  3GRL0Q2               dcwipphpc0522              dcwipphpc0522              dcwipphpc0522.edc.nam.gm.com
 14077  8KP9XQ2               dcwipphpc0418              dcwipphpc0418              dcwipphpc0418.edc.nam.gm.com
 14078  8L98XQ2               dcwipphpc0422              dcwipphpc0422              dcwipphpc0422.edc.nam.gm.com
 14079  4V4R0Q2               dcwipphpc0553              dcwipphpc0553              dcwipphpc0553.edc.nam.gm.com
 14080  3GSP0Q2               dcwipphpc0404              dcwipphpc0404              dcwipphpc0404.edc.nam.gm.com
 14081  1B9R0Q2               dcwipphpc0507              dcwipphpc0507              dcwipphpc0507.edc.nam.gm.com
 14082  8LGCXQ2               dcwipphpc0367              dcwipphpc0367              dcwipphpc0367.edc.nam.gm.com
 14083  4V7M0Q2               dcwipphpc0290              dcwipphpc0290              dcwipphpc0290.edc.nam.gm.com
 14084  1CXP0Q2               1CXP0Q2 - PowerEdge Enclosure - C6400  1CXP0Q2 - PowerEdge Enclosure - C6400  -
 14085  8KQCXQ2               dcwipphpc0386              dcwipphpc0386              dcwipphpc0386.edc.nam.gm.com
 14086  MT1818K35687          MT1818K35687 - InfiniBand - SB7800  MT1818K35687 - InfiniBand - SB7800  -
 14087  19NR0Q2               dcwipphpc0320              dcwipphpc0320              dcwipphpc0320.edc.nam.gm.com
 14088  4VJP0Q2               dcwipphpc0489              dcwipphpc0489              dcwipphpc0489.edc.nam.gm.com
 14089  8LZ9XQ2               8LZ9XQ2 - PowerEdge Enclosure - C6400  8LZ9XQ2 - PowerEdge Enclosure - C6400  -
 14090  8KVDXQ2               dcwipphpc0479              dcwipphpc0479              dcwipphpc0479.edc.nam.gm.com
 14091  B3TDXQ2               dcwipphpc0338              dcwipphpc0338              dcwipphpc0338.edc.nam.gm.com
 14092  19KP0Q2               dcwipphpc0410              dcwipphpc0410              dcwipphpc0410.edc.nam.gm.com
 14093  4VJQ0Q2               dcwipphpc0492              dcwipphpc0492              dcwipphpc0492.edc.nam.gm.com
 14094  4V5Q0Q2               dcwipphpc0449              dcwipphpc0449              dcwipphpc0449.edc.nam.gm.com
 14095  8KQDXQ2               dcwipphpc0387              dcwipphpc0387              dcwipphpc0387.edc.nam.gm.com
 14096  1B3P0Q2               dcwipphpc0502              dcwipphpc0502              dcwipphpc0502.edc.nam.gm.com
 14097  1BYP0Q2               dcwipphpc0452              dcwipphpc0452              dcwipphpc0452.edc.nam.gm.com
 14098  8KXFXQ2               dcwipphpc0428              dcwipphpc0428              dcwipphpc0428.edc.nam.gm.com
 14099  1B1R0Q2               dcwipphpc0512              dcwipphpc0512              dcwipphpc0512.edc.nam.gm.com
 14100  4VBP0Q2               dcwipphpc0302              dcwipphpc0302              dcwipphpc0302.edc.nam.gm.com
 14101  4VGR0Q2               dcwipphpc0539              dcwipphpc0539              dcwipphpc0539.edc.nam.gm.com
 14102  4VPN0Q2               dcwipphpc0364              dcwipphpc0364              dcwipphpc0364.edc.nam.gm.com
 14103  B3RFXQ2               dcwipphpc0456              dcwipphpc0456              dcwipphpc0456.edc.nam.gm.com
 14104  1B0S0Q2               dcwipphpc0535              dcwipphpc0535              dcwipphpc0535.edc.nam.gm.com
 14105  8LF8XQ2               dcwipphpc0498              dcwipphpc0498              dcwipphpc0498.edc.nam.gm.com
 14106  8LFBXQ2               dcwipphpc0500              dcwipphpc0500              dcwipphpc0500.edc.nam.gm.com
 14107  3H0Q0Q2               dcwipphpc0487              dcwipphpc0487              dcwipphpc0487.edc.nam.gm.com
 14108  1B2S0Q2               dcwipphpc0543              dcwipphpc0543              dcwipphpc0543.edc.nam.gm.com
 14109  1B2R0Q2               dcwipphpc0544              dcwipphpc0544              dcwipphpc0544.edc.nam.gm.com
 14110  8L9BXQ2               dcwipphpc0424              dcwipphpc0424              dcwipphpc0424.edc.nam.gm.com
 14111  3H1S0Q2               dcwipphpc0347              dcwipphpc0347              dcwipphpc0347.edc.nam.gm.com
 14112  8LCDXQ2               dcwipphpc0353              dcwipphpc0353              dcwipphpc0353.edc.nam.gm.com
 14113  4VFQ0Q2               dcwipphpc0394              dcwipphpc0394              dcwipphpc0394.edc.nam.gm.com
 14114  4VKM0Q2               dcwipphpc0431              dcwipphpc0431              dcwipphpc0431.edc.nam.gm.com
 14115  MT1818K35699          MT1818K35699 - InfiniBand - SB7800  MT1818K35699 - InfiniBand - SB7800  -
 14116  19KQ0Q2               dcwipphpc0411              dcwipphpc0411              dcwipphpc0411.edc.nam.gm.com
 14117  3HZR0Q2               3HZR0Q2 - PowerEdge Enclosure - C6400  3HZR0Q2 - PowerEdge Enclosure - C6400  -
 14118  19PP0Q2               dcwipphpc0375              dcwipphpc0375              dcwipphpc0375.edc.nam.gm.com
 14119  MT1818K35624          MT1818K35624 - InfiniBand - SB7800  MT1818K35624 - InfiniBand - SB7800  -
 14120  19TR0Q2               dcwipphpc0548              dcwipphpc0548              dcwipphpc0548.edc.nam.gm.com
 14121  1BXR0Q2               dcwipphpc0450              dcwipphpc0450              dcwipphpc0450.edc.nam.gm.com
 14122  3HYR0Q2               3HYR0Q2 - PowerEdge Enclosure - C6400  3HYR0Q2 - PowerEdge Enclosure - C6400  -
 14123  1BVQ0Q2               dcwipphpc0463              dcwipphpc0463              dcwipphpc0463.edc.nam.gm.com
 14124  3GQN0Q2               dcwipphpc0308              dcwipphpc0308              dcwipphpc0308.edc.nam.gm.com
 14125  4V7Q0Q2               dcwipphpc0550              dcwipphpc0550              dcwipphpc0550.edc.nam.gm.com
 14126  8KZFXQ2               dcwipphpc0530              dcwipphpc0530              dcwipphpc0530.edc.nam.gm.com
 14127  B3R8XQ2               dcwipphpc0330              dcwipphpc0330              dcwipphpc0330.edc.nam.gm.com
 14128  8LKCXQ2               dcwipphpc0315              dcwipphpc0315              dcwipphpc0315.edc.nam.gm.com
 14129  19VP0Q2               dcwipphpc0547              dcwipphpc0547              dcwipphpc0547.edc.nam.gm.com
 14130  3GSQ0Q2               dcwipphpc0405              dcwipphpc0405              dcwipphpc0405.edc.nam.gm.com
 14131  4VMP0Q2               dcwipphpc0393              dcwipphpc0393              dcwipphpc0393.edc.nam.gm.com
 14132  8L7BXQ2               dcwixphhpc052              dcwixphhpc052              dcwixphhpc052.edc.nam.gm.com
 14133  1B9Q0Q2               dcwipphpc0508              dcwipphpc0508              dcwipphpc0508.edc.nam.gm.com
 14134  3H0N0Q2               dcwipphpc0485              dcwipphpc0485              dcwipphpc0485.edc.nam.gm.com
 14135  8KHCXQ2               dcwipphpc0444              dcwipphpc0444              dcwipphpc0444.edc.nam.gm.com
 14136  4VGP0Q2               dcwipphpc0537              dcwipphpc0537              dcwipphpc0537.edc.nam.gm.com
 14137  8KZ7XQ2               dcwipphpc0289              dcwipphpc0289              dcwipphpc0289.edc.nam.gm.com
 14138  1BBP0Q2               dcwipphpc0414              dcwipphpc0414              dcwipphpc0414.edc.nam.gm.com
 14139  1BVR0Q2               dcwipphpc0464              dcwipphpc0464              dcwipphpc0464.edc.nam.gm.com
 14140  8KLFXQ2               dcwipphpc0361              dcwipphpc0361              dcwipphpc0361.edc.nam.gm.com
 14141  8KLCXQ2               dcwipphpc0359              dcwipphpc0359              dcwipphpc0359.edc.nam.gm.com
 14142  B3SCXQ2               dcwipphpc0468              dcwipphpc0468              dcwipphpc0468.edc.nam.gm.com
 14143  4V4S0Q2               dcwipphpc0556              dcwipphpc0556              dcwipphpc0556.edc.nam.gm.com
 14144  8LKBXQ2               dcwipphpc0409              dcwipphpc0409              dcwipphpc0409.edc.nam.gm.com
 14145  1BZR0Q2               dcwipphpc0558              dcwipphpc0558              dcwipphpc0558.edc.nam.gm.com
 14146  8KRCXQ2               dcwipphpc0357              dcwipphpc0357              dcwipphpc0357.edc.nam.gm.com
 14147  4VJL0Q2               dcwipphpc0528              dcwipphpc0528              dcwipphpc0528.edc.nam.gm.com
 14148  4VBN0Q2               dcwipphpc0303              dcwipphpc0303              dcwipphpc0303.edc.nam.gm.com
 14149  4VJN0Q2               dcwipphpc0490              dcwipphpc0490              dcwipphpc0490.edc.nam.gm.com
 14150  1BSQ0Q2               dcwipphpc0401              dcwipphpc0401              dcwipphpc0401.edc.nam.gm.com
 14151  B3VCXQ2               dcwipphpc0329              dcwipphpc0329              dcwipphpc0329.edc.nam.gm.com
 14152  8KXCXQ2               8KXCXQ2 - PowerEdge C6420 - Blade Server  8KXCXQ2 - PowerEdge C6420 - Blade Server  -
